fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,acidity_ratio,sulfur_ratio,alcohol_density,total_acidity,alcohol_squared,ph_alcohol,sulphates_alcohol,quality_binary
6.9,0.49,0.1,2.3,0.074,12.0,30.0,0.9959,3.42,0.58,10.2,14.052953156822811,0.39998666711109626,10.241992167888341,7.390000000000001,104.03999999999999,34.884,5.9159999999999995,1
11.6,0.41,0.58,2.8,0.096,25.0,101.0,1.00024,3.13,0.53,10.0,28.223844282238442,0.2475223017593885,9.997600575861792,12.01,100.0,31.299999999999997,5.300000000000001,0
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,33.13782991202346,0.3999733351109926,9.2110532639167,11.64,84.63999999999999,27.048,6.072,1
8.7,0.84,0.0,1.4,0.065,24.0,33.0,0.9954,3.27,0.55,9.7,10.344827586206897,0.7272506893730494,9.744826200522402,9.54,94.08999999999999,31.718999999999998,5.335,0
7.7,0.63,0.08,1.9,0.076,15.0,27.0,0.9967,3.32,0.54,9.5,12.202852614896988,0.5555349801859191,9.531453797531855,8.33,90.25,31.54,5.130000000000001,1
7.0,0.55,0.13,2.2,0.075,15.0,35.0,0.9959,3.36,0.59,9.7,12.704174228675136,0.42855918402331367,9.73993372828597,7.55,94.08999999999999,32.592,5.722999999999999,1
7.5,0.49,0.2,2.6,0.332,8.0,14.0,0.9968,3.21,0.9,10.5,15.274949083503055,0.5713877580172845,10.53370786516854,7.99,110.25,33.705,9.450000000000001,1
9.6,0.38,0.42,1.9,0.071,5.0,13.0,0.99659,3.15,0.75,10.5,25.196850393700785,0.3845858010922237,10.535927512818713,9.98,110.25,33.074999999999996,7.875,1
6.0,0.31,0.47,3.6,0.067,18.0,42.0,0.99549,3.39,0.66,11.0,19.292604501607716,0.4285612247327445,11.049834754743895,6.31,121.0,37.29,7.260000000000001,1
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,23.180592991913745,0.3749531308586427,11.02016690543695,8.969999999999999,121.0,35.97,6.38,0
7.3,0.45,0.36,5.9,0.074,12.0,87.0,0.9978,3.33,0.83,10.5,16.186252771618623,0.1379294490867921,10.52315093205051,7.75,110.25,34.965,8.715,0
9.0,0.44,0.49,2.4,0.078,26.0,121.0,0.9978,3.23,0.58,9.2,20.408163265306122,0.21487425723754347,9.22028462617759,9.44,84.63999999999999,29.715999999999998,5.335999999999999,0
6.8,0.59,0.1,1.7,0.063,34.0,53.0,0.9958,3.41,0.67,9.7,11.505922165820643,0.6414973302390521,9.740911829684675,7.39,94.08999999999999,33.077,6.499,0
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,9.2,9.482758620689655,0.21428188782343174,9.229534510433385,7.295,84.63999999999999,32.108,6.164,0
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,28.223844282238442,0.5365722787249092,9.92630470747481,12.01,98.01,29.898,7.524,1
6.7,0.64,0.23,2.1,0.08,11.0,119.0,0.99538,3.36,0.7,10.9,10.45241809672387,0.09243619801514273,10.950591733810203,7.34,118.81,36.624,7.63,0
7.9,0.18,0.4,2.2,0.049,38.0,67.0,0.996,3.33,0.93,11.3,43.646408839779006,0.5671557140938195,11.345381526104418,8.08,127.69000000000001,37.629000000000005,10.509,0
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,11.2,19.33471933471934,0.37497656396475215,11.235955056179774,9.780000000000001,125.43999999999998,36.064,8.064,0
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,30.232558139534884,0.4799808007679693,11.756903412516579,9.4,136.89,38.141999999999996,9.828,1
7.0,0.65,0.02,2.1,0.066,8.0,25.0,0.9972,3.47,0.67,9.5,10.75268817204301,0.3199872005119795,9.526674689129562,7.65,90.25,32.965,6.365,1
9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,36.53136531365313,0.529380624669137,12.564834546258696,10.17,156.25,39.875,6.5,1
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,14.64226289517471,0.33331111259249385,9.110933119743692,9.4,82.80999999999999,30.575999999999997,4.459,0
7.1,0.755,0.15,1.8,0.107,20.0,84.0,0.99593,3.19,0.5,9.5,9.39153439153439,0.23809240366186116,9.538823009649272,7.8549999999999995,90.25,30.305,4.75,0
8.8,0.41,0.64,2.2,0.093,9.0,42.0,0.9986,3.54,0.66,10.5,21.411192214111924,0.21428061236637225,10.514720608852393,9.21,110.25,37.17,6.930000000000001,0
6.9,0.605,0.12,10.7,0.073,40.0,83.0,0.9993,3.45,0.52,9.4,11.386138613861387,0.48192190455536676,9.40658460922646,7.505000000000001,88.36000000000001,32.43,4.888000000000001,1
10.0,0.73,0.43,2.3,0.059,15.0,31.0,0.9966,3.15,0.57,11.0,13.679890560875513,0.48385535950453207,11.037527593818984,10.73,121.0,34.65,6.27,0
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,9.1,11.143270622286542,0.5555349801859191,9.123721676358532,8.39,82.80999999999999,29.665999999999997,5.550999999999999,0
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,13.767019667170953,0.15253978746122948,9.602304553092742,9.76,92.16,31.487999999999996,5.184,0
7.0,0.735,0.05,2.0,0.081,13.0,54.0,0.9966,3.39,0.57,9.8,9.51086956521739,0.2407362826614322,9.833433674493277,7.735,96.04000000000002,33.222,5.586,0
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,11.2,31.419939577039276,0.22726239716376528,11.202240448089617,10.73,125.43999999999998,36.51199999999999,8.288,1
8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,24.773413897280964,0.3333055578701775,12.867813376494125,8.53,163.84000000000003,42.24,9.728000000000002,1
6.6,0.84,0.03,2.3,0.059,32.0,48.0,0.9952,3.52,0.56,12.3,7.8478002378121285,0.6666527780671236,12.359324758842444,7.4399999999999995,151.29000000000002,43.296,6.888000000000001,1
11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,31.301939058171747,0.3749531308586427,11.942755063125992,11.66,141.61,38.080000000000005,6.307,1
7.6,0.41,0.14,3.0,0.087,21.0,43.0,0.9964,3.32,0.57,10.5,18.491484184914842,0.48836073579684197,10.53793657165797,8.01,110.25,34.86,5.984999999999999,1
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,20.54794520547945,0.3999733351109926,11.8319462548882,11.01,139.24,36.462,7.788000000000001,1
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,16.751269035532996,0.45069787749468315,9.79853022046693,10.49,96.04000000000002,32.438,6.958,0
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,10.204081632653061,0.40907231489477747,9.738369174547717,7.6850000000000005,94.08999999999999,32.397999999999996,5.819999999999999,0
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,13.769363166953529,0.428510212826739,11.261487722967402,8.58,125.43999999999998,36.064,6.4959999999999996,1
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,35.69131832797427,0.29997000299970006,10.946852528823364,11.41,118.81,32.918,9.047,1
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,9.4,18.259023354564757,0.2222205761438804,9.422614274258219,9.07,88.36000000000001,31.02,4.982,0
10.0,0.56,0.24,2.2,0.079,19.0,58.0,0.9991,3.18,0.56,10.1,17.825311942959,0.32758055895588006,10.109098188369533,10.56,102.00999999999999,32.118,5.656000000000001,1
9.7,0.53,0.6,2.0,0.039,5.0,19.0,0.99585,3.3,0.86,12.4,18.267419962335214,0.2631440450502605,12.451674448963198,10.229999999999999,153.76000000000002,40.92,10.664,1
10.2,0.29,0.49,2.6,0.059,5.0,13.0,0.9976,3.05,0.74,10.5,35.05154639175258,0.3845858010922237,10.525260625501202,10.489999999999998,110.25,32.025,7.77,1
7.5,0.63,0.27,2.0,0.083,17.0,91.0,0.99616,3.26,0.58,9.8,11.885895404120443,0.18681113394358304,9.837777063925474,8.13,96.04000000000002,31.948,5.684,1
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,12.468827930174562,0.3624954688066399,13.734599070894769,5.4,184.95999999999998,47.464,8.976,1
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,25.761772853185597,0.745440991981964,10.93806446433589,9.66,118.81,37.823,7.957,1
8.2,0.28,0.4,2.4,0.052,4.0,10.0,0.99356,3.33,0.7,12.8,29.181494661921704,0.3999600039996001,12.882966302991264,8.479999999999999,163.84000000000003,42.624,8.959999999999999,1
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,12.8,32.07547169811321,0.499979167534686,12.853986744326171,12.27,163.84000000000003,38.400000000000006,8.32,1
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,44.19889502762431,0.33027219933762075,12.827375842112174,8.18,161.29,36.703,5.588,1
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,9.9,25.304136253041364,0.4073998629655007,9.903961584633853,10.81,98.01,31.185,8.811,1
9.1,0.37,0.32,2.1,0.064,4.0,15.0,0.99576,3.3,0.8,11.2,24.528301886792452,0.26664889007399506,11.247690206475456,9.469999999999999,125.43999999999998,36.959999999999994,8.959999999999999,1
7.2,0.58,0.54,2.1,0.114,3.0,9.0,0.99719,3.33,0.57,10.3,12.392426850258177,0.33329630041106545,10.32902455901082,7.78,106.09000000000002,34.29900000000001,5.8709999999999996,0
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,9.98439937597504,0.4515983355375633,9.830573082285909,7.04,96.04000000000002,35.182,6.468000000000001,0
9.6,0.54,0.42,2.4,0.081,25.0,52.0,0.997,3.2,0.71,11.4,17.7449168207024,0.48075998538489645,11.43430290872618,10.14,129.96,36.480000000000004,8.094,1
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,12.12121212121212,0.5142710208279764,10.032102728731942,7.359999999999999,100.0,34.4,6.3,1
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,21.691973969631235,0.4999375078115236,12.239902080783354,10.46,148.83999999999997,40.626,7.563999999999999,1
6.1,0.6,0.08,1.8,0.071,14.0,45.0,0.99336,3.38,0.54,11.0,10.149750415973378,0.31110419768449593,11.073528227430137,6.699999999999999,121.0,37.18,5.94,0
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,15.401301518438176,0.40539444879868114,10.740383843250621,7.56,114.48999999999998,35.952,5.242999999999999,0
11.3,0.34,0.45,2.0,0.082,6.0,15.0,0.9988,2.94,0.66,9.2,33.13782991202346,0.3999733351109926,9.2110532639167,11.64,84.63999999999999,27.048,6.072,1
5.8,0.61,0.11,1.8,0.066,18.0,28.0,0.99483,3.55,0.66,10.9,9.492635024549918,0.6428341844934109,10.956645859091504,6.41,118.81,38.695,7.194000000000001,1
6.0,0.58,0.2,2.4,0.075,15.0,50.0,0.99467,3.58,0.67,12.5,10.327022375215147,0.2999940001199976,12.566982014135341,6.58,156.25,44.75,8.375,1
7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,10.556348074179745,0.32351989647363316,9.420725596311886,8.1,88.36000000000001,32.994,5.264000000000001,0
8.1,1.33,0.0,1.8,0.082,3.0,12.0,0.9964,3.54,0.48,10.9,6.08564988730278,0.24997916840263312,10.939381774387797,9.43,118.81,38.586,5.232,0
7.2,0.39,0.32,1.8,0.065,34.0,60.0,0.99714,3.46,0.78,9.9,18.414322250639387,0.566657222379627,9.928395210301462,7.59,98.01,34.254,7.722,0
8.0,0.39,0.3,1.9,0.074,32.0,84.0,0.99717,3.39,0.61,9.0,20.460358056265985,0.38094784585897784,9.025542284665603,8.39,81.0,30.51,5.49,0
5.9,0.46,0.0,1.9,0.077,25.0,44.0,0.99385,3.5,0.53,11.2,12.79826464208243,0.5681689052521534,11.26930623333501,6.36,125.43999999999998,39.199999999999996,5.936,0
7.8,0.87,0.26,3.8,0.107,31.0,67.0,0.99668,3.26,0.46,9.2,8.955223880597014,0.46267966149758954,9.230645743869646,8.67,84.63999999999999,29.991999999999997,4.232,0
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,23.26869806094183,0.4050581638207111,11.039743075070254,8.76,121.0,36.3,7.92,1
11.4,0.46,0.5,2.7,0.122,4.0,17.0,1.0006,3.13,0.7,10.2,24.72885032537961,0.2352802776307276,10.19388366979812,11.860000000000001,104.03999999999999,31.926,7.139999999999999,0
8.7,0.675,0.1,1.6,0.09,4.0,11.0,0.99745,3.31,0.65,9.55,12.869822485207099,0.36360330879011,9.574414757631963,9.375,91.20250000000001,31.610500000000002,6.2075000000000005,0
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,10.0,25.196850393700785,0.32652394849084715,10.018032458425166,9.98,100.0,31.9,7.0,1
6.1,0.32,0.25,2.3,0.071,23.0,58.0,0.99633,3.42,0.97,10.6,19.003115264797508,0.396544887157118,10.639045296237189,6.42,112.36,36.251999999999995,10.282,0
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,27.675276752767527,0.4999375078115236,11.054165410511507,7.77,121.0,37.4,7.04,1
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,9.4,17.51824817518248,0.4861043596616713,9.42828485456369,7.61,88.36000000000001,32.336,4.888000000000001,0
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,23.4338747099768,0.24999519240014617,10.01662760181902,10.53,100.0,32.2,6.4,1
6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,11.741682974559687,0.7407270235736375,10.753768844221105,6.51,114.48999999999998,37.878,9.951,1
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,11.3,21.34570765661253,0.608669188296161,11.327185244587008,9.629999999999999,127.69000000000001,37.855000000000004,6.893000000000001,1
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,43.56846473029046,0.249989583767343,11.02425335738625,10.74,121.0,34.65,9.9,1
7.7,0.6,0.0,2.6,0.055,7.0,13.0,0.99639,3.38,0.56,10.8,12.811980033277871,0.5384201215291131,10.839129256616387,8.3,116.64000000000001,36.504,6.048000000000001,0
6.8,0.65,0.02,2.1,0.078,8.0,15.0,0.99498,3.35,0.62,10.4,10.445468509984638,0.5332977801479901,10.452471406460432,7.45,108.16000000000001,34.84,6.448,1
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,9.4,18.734793187347933,0.1777738272482834,9.430176565008026,8.11,88.36000000000001,28.764000000000003,11.844000000000001,0
8.6,0.635,0.68,1.8,0.403,19.0,56.0,0.99632,3.02,1.15,9.3,13.522012578616351,0.33927965572043356,9.334350409506987,9.235,86.49000000000001,28.086000000000002,10.695,0
11.5,0.31,0.51,2.2,0.079,14.0,28.0,0.9982,3.03,0.93,9.8,36.97749196141479,0.4999821434948752,9.817671809256662,11.81,96.04000000000002,29.694,9.114,1
9.5,0.57,0.27,2.3,0.082,23.0,144.0,0.99782,3.27,0.55,9.4,16.637478108581437,0.15972111304782605,9.420536770158947,10.07,88.36000000000001,30.738000000000003,5.170000000000001,0
6.9,0.74,0.03,2.3,0.054,7.0,16.0,0.99508,3.45,0.63,11.5,9.31174089068826,0.4374726579588775,11.556859749969853,7.640000000000001,132.25,39.675000000000004,7.245,1
7.9,0.43,0.21,1.6,0.106,10.0,37.0,0.9966,3.17,0.91,9.5,18.329466357308586,0.2702629658657874,9.53241019466185,8.33,90.25,30.115,8.645,0
7.2,0.45,0.15,2.0,0.078,10.0,28.0,0.99609,3.29,0.51,9.9,15.964523281596453,0.3571301024963394,9.938860946300034,7.65,98.01,32.571000000000005,5.049,1
5.0,1.02,0.04,1.4,0.045,41.0,85.0,0.9938,3.75,0.48,10.5,4.897159647404506,0.482347266502747,10.565506138055946,6.02,110.25,39.375,5.04,0
6.3,0.39,0.16,1.4,0.08,11.0,23.0,0.9955,3.34,0.56,9.3,16.11253196930946,0.4782400765184122,9.342039176293321,6.6899999999999995,86.49000000000001,31.062,5.208000000000001,0
7.7,0.54,0.26,1.9,0.089,23.0,147.0,0.99636,3.26,0.59,9.7,14.232902033271719,0.1564615206699274,9.735436990645951,8.24,94.08999999999999,31.621999999999996,5.722999999999999,0
7.9,0.72,0.17,2.6,0.096,20.0,38.0,0.9978,3.4,0.53,9.5,10.957004160887656,0.5263019394226468,9.520946081379034,8.620000000000001,90.25,32.3,5.035,0
8.0,0.33,0.53,2.5,0.091,18.0,80.0,0.9976,3.37,0.8,9.6,24.16918429003021,0.2249971875351558,9.62309542902967,8.33,92.16,32.352,7.68,1
7.6,0.74,0.0,1.9,0.1,6.0,12.0,0.99521,3.36,0.59,11.0,10.256410256410255,0.49995833680526625,11.052943599843248,8.34,121.0,36.96,6.489999999999999,0
8.2,0.34,0.38,2.5,0.08,12.0,57.0,0.9978,3.3,0.47,9.0,24.046920821114366,0.21052262241013317,9.019843656043294,8.54,81.0,29.7,4.2299999999999995,1
8.6,0.33,0.4,2.6,0.083,16.0,68.0,0.99782,3.3,0.48,9.4,25.981873111782473,0.235290657490331,9.420536770158947,8.93,88.36000000000001,31.02,4.512,0
9.6,0.88,0.28,2.4,0.086,30.0,147.0,0.9979,3.24,0.53,9.4,10.896708286038592,0.20408024435207922,9.419781541236597,10.48,88.36000000000001,30.456000000000003,4.982,0
7.8,0.55,0.0,1.7,0.07,7.0,17.0,0.99659,3.26,0.64,9.4,14.156079854809436,0.41174048585377326,9.432163678142466,8.35,88.36000000000001,30.644,6.016,1
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,10.7,14.468864468864469,0.442615694824675,10.737581535373806,8.445,114.48999999999998,35.952,7.169,1
7.8,0.61,0.29,1.6,0.114,9.0,29.0,0.9974,3.26,1.56,9.1,12.76595744680851,0.31033412640943414,9.123721676358532,8.41,82.80999999999999,29.665999999999997,14.196,0
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,11.410459587955627,0.36841135759585275,9.029345372460496,7.83,81.0,30.330000000000002,5.22,1
7.6,0.51,0.15,2.8,0.11,33.0,73.0,0.9955,3.17,0.63,10.2,14.872798434442268,0.45204860207394415,10.246107483676543,8.11,104.03999999999999,32.333999999999996,6.425999999999999,1
6.5,0.51,0.15,3.0,0.064,12.0,27.0,0.9929,3.33,0.59,12.8,12.720156555772993,0.4444279841487352,12.891529862020345,7.01,163.84000000000003,42.624,7.552,1
6.8,0.67,0.15,1.8,0.118,13.0,20.0,0.9954,3.42,0.67,11.3,10.134128166915051,0.6499675016249187,11.352220212979708,7.47,127.69000000000001,38.646,7.571000000000001,1
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,13.0,32.34501347708895,0.18420567879792638,12.994802079168334,12.37,169.0,41.86,7.8,1
6.5,0.39,0.23,8.3,0.051,28.0,91.0,0.9952,3.44,0.55,12.1,16.624040920716112,0.3076889264953132,12.158360128617364,6.89,146.41,41.623999999999995,6.655,1
6.6,0.58,0.02,2.0,0.062,37.0,53.0,0.99374,3.35,0.76,11.6,11.359724612736661,0.6981000358483802,11.673073439732727,7.18,134.56,38.86,8.815999999999999,1
6.9,0.57,0.0,2.8,0.081,21.0,41.0,0.99518,3.41,0.52,10.8,12.084063047285465,0.5121826296919587,10.852308125163288,7.470000000000001,116.64000000000001,36.828,5.6160000000000005,0
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,25.761772853185597,0.745440991981964,10.93806446433589,9.66,118.81,37.823,7.957,1
6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,11.208406304728548,0.36360330879011,9.528585757271815,6.970000000000001,90.25,32.87,6.460000000000001,0
8.4,0.52,0.22,2.7,0.084,4.0,18.0,0.99682,3.26,0.57,9.9,16.122840690978887,0.2222098772290428,9.931582432134187,8.92,98.01,32.274,5.643,1
8.2,0.44,0.24,2.3,0.063,10.0,28.0,0.99613,3.25,0.53,10.2,18.594104308390023,0.3571301024963394,10.239627357874976,8.639999999999999,104.03999999999999,33.15,5.406,1
12.4,0.42,0.49,4.6,0.073,19.0,43.0,0.9978,3.02,0.61,9.5,29.45368171021378,0.44185018953047606,9.520946081379034,12.82,90.25,28.69,5.795,0
8.2,0.915,0.27,2.1,0.088,7.0,23.0,0.9962,3.26,0.47,10.0,8.951965065502183,0.3043345941480805,10.03814495081309,9.114999999999998,100.0,32.599999999999994,4.699999999999999,0
7.6,0.48,0.31,2.8,0.07,4.0,15.0,0.99693,3.22,0.55,10.3,15.8004158004158,0.26664889007399506,10.331718375412517,8.08,106.09000000000002,33.166000000000004,5.665000000000001,1
8.8,0.42,0.21,2.5,0.092,33.0,88.0,0.99823,3.19,0.52,9.2,20.902612826603328,0.37499573868478764,9.216312873786602,9.22,84.63999999999999,29.348,4.784,0
7.0,0.49,0.49,5.6,0.06,26.0,121.0,0.9974,3.34,0.76,10.5,14.256619144602851,0.21487425723754347,10.527371165029075,7.49,110.25,35.07,7.98,0
6.4,0.37,0.25,1.9,0.074,21.0,49.0,0.9974,3.57,0.62,9.8,17.25067385444744,0.4285626823942369,9.825546420693804,6.7700000000000005,96.04000000000002,34.986000000000004,6.0760000000000005,1
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,16.399286987522277,0.47616780153326027,9.942154736080983,9.76,98.01,31.185,4.851,0
8.0,0.6,0.22,2.1,0.08,25.0,105.0,0.99613,3.3,0.49,9.9,13.311148086522463,0.23809297054313766,9.938461847349242,8.6,98.01,32.67,4.851,0
8.9,0.62,0.19,3.9,0.17,51.0,148.0,0.9986,3.17,0.93,9.2,14.331723027375203,0.34459226626847117,9.21289805728019,9.52,84.63999999999999,29.163999999999998,8.556,0
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,10.5,12.048192771084338,0.27419133716663574,10.546404178384893,7.58,110.25,36.12,5.04,0
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,14.402618657937808,0.43477630758974506,10.021345465842243,9.41,100.0,32.2,5.0,1
8.6,0.63,0.17,2.9,0.099,21.0,119.0,0.998,3.09,0.52,9.3,13.629160063391442,0.17646910530163612,9.318637274549099,9.23,86.49000000000001,28.737000000000002,4.836,0
8.2,0.73,0.21,1.7,0.074,5.0,13.0,0.9968,3.2,0.52,9.5,11.217510259917919,0.3845858010922237,9.530497592295346,8.93,90.25,30.400000000000002,4.94,0
7.3,0.44,0.2,1.6,0.049,24.0,64.0,0.9935,3.38,0.57,11.7,16.55328798185941,0.3749941407165513,11.776547559134372,7.74,136.89,39.546,6.668999999999999,1
8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,14.64226289517471,0.33331111259249385,9.110933119743692,9.4,82.80999999999999,30.575999999999997,4.459,0
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,31.67420814479638,0.7999600019998999,10.032907938036761,7.22,100.0,36.1,8.2,1
9.0,0.47,0.31,2.7,0.084,24.0,125.0,0.9984,3.31,0.61,9.4,19.10828025477707,0.1919984640122879,9.415064102564104,9.47,88.36000000000001,31.114,5.734,0
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,11.0,20.22792022792023,0.37735137072885416,11.041959445894399,7.449999999999999,121.0,37.62,7.15,1
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,9.5,39.002932551319645,0.32074866511952604,9.486718593968444,13.64,90.25,28.974999999999998,7.695,1
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,32.38434163701067,0.33329630041106545,10.91080169367674,9.379999999999999,118.81,34.662000000000006,6.54,1
7.4,0.41,0.24,1.8,0.066,18.0,47.0,0.9956,3.37,0.62,10.4,18.004866180048662,0.38297057509414695,10.445962233828848,7.8100000000000005,108.16000000000001,35.048,6.448,0
7.1,0.31,0.3,2.2,0.053,36.0,127.0,0.9965,2.94,1.62,9.5,22.829581993569132,0.28346233494224454,9.5333667837431,7.409999999999999,90.25,27.93,15.39,0
8.8,0.4,0.4,2.2,0.079,19.0,52.0,0.998,3.44,0.64,9.2,21.945137157107233,0.3653775888925213,9.218436873747494,9.200000000000001,84.63999999999999,31.647999999999996,5.888,0
6.6,0.44,0.09,2.2,0.063,9.0,18.0,0.99444,3.42,0.69,11.3,14.965986394557822,0.49997222376534634,11.363179276778892,7.04,127.69000000000001,38.646,7.797,1
9.7,0.69,0.32,2.5,0.088,22.0,91.0,0.9979,3.29,0.62,10.1,14.037626628075254,0.2417555851034604,10.121254634732939,10.389999999999999,102.00999999999999,33.229,6.262,0
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,18.897637795275593,0.547606009380729,12.983614477233383,7.58,166.41,43.086,9.288,1
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,11.5,21.845574387947266,0.4285408185129634,11.525355782721988,12.129999999999999,132.25,35.074999999999996,8.51,1
6.2,0.57,0.1,2.1,0.048,4.0,11.0,0.99448,3.44,0.76,10.8,10.858143607705781,0.36360330879011,10.859946906926233,6.7700000000000005,116.64000000000001,37.152,8.208,1
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,19.94459833795014,0.5454421490420672,11.051499989953182,7.5600000000000005,121.0,37.4,9.35,1
8.8,0.27,0.46,2.1,0.095,20.0,29.0,0.99488,3.26,0.56,11.3,32.47232472324723,0.6896313920209648,11.358153747185591,9.07,127.69000000000001,36.838,6.328000000000001,1
12.4,0.4,0.51,2.0,0.059,6.0,24.0,0.9994,3.04,0.6,9.3,30.922693266832916,0.249989583767343,9.305583350010007,12.8,86.49000000000001,28.272000000000002,5.58,1
6.4,0.865,0.03,3.2,0.071,27.0,58.0,0.995,3.61,0.49,12.7,7.390300230946883,0.46550921535835593,12.763819095477386,7.265000000000001,161.29,45.846999999999994,6.223,1
11.5,0.18,0.51,4.0,0.104,4.0,23.0,0.9996,3.28,0.97,10.1,63.53591160220995,0.1739054823703317,10.104041616646658,11.68,102.00999999999999,33.128,9.796999999999999,1
7.6,0.29,0.49,2.7,0.092,25.0,60.0,0.9971,3.31,0.61,10.1,26.116838487972508,0.41665972233796106,10.129375188045332,7.89,102.00999999999999,33.431,6.161,1
7.5,0.755,0.0,1.9,0.084,6.0,12.0,0.99672,3.34,0.49,9.7,9.920634920634921,0.49995833680526625,9.731920699895657,8.255,94.08999999999999,32.397999999999996,4.752999999999999,0
8.5,0.28,0.56,1.8,0.092,35.0,103.0,0.9969,3.3,0.75,10.5,30.249110320284693,0.3398025261890661,10.532651218778213,8.78,110.25,34.65,7.875,1
11.6,0.32,0.55,2.8,0.081,35.0,67.0,1.0002,3.32,0.92,10.8,36.13707165109034,0.5223802629811495,10.797840431913619,11.92,116.64000000000001,35.856,9.936000000000002,1
